,Price,Room type,Person capacity,Longitude,Latitude,City,Neighbourhood
0,194.03,Private room,2,4.90569,52.41772,Amsterdam,Noord-West
1,344.25,Private room,4,4.90005,52.37432,Amsterdam,Centrum-West
2,264.1,Private room,2,4.97512,52.36103,Amsterdam,IJburg - Zeeburgereiland
3,433.53,Private room,4,4.89417,52.37663,Amsterdam,Centrum-West
4,485.55,Private room,2,4.90051,52.37508,Amsterdam,Centrum-West
5,552.81,Private room,3,4.87699,52.38966,Amsterdam,Westerpark
6,215.12,Private room,2,4.9157,52.38296,Amsterdam,Oud-Noord
7,2771.31,Entire home,4,4.88467,52.38749,Amsterdam,Centrum-West
8,276.52,Private room,2,4.876,52.347,Amsterdam,Zuid
9,909.47,Entire home,2,4.87956,52.36953,Amsterdam,Centrum-West
10,319.64,Private room,2,4.92496,52.37107,Amsterdam,Centrum-Oost
11,675.6,Entire home,4,4.88934,52.34697,Amsterdam,De Pijp - Rivierenbuurt
12,552.81,Entire home,2,4.87417,52.37509,Amsterdam,Westerpark
13,209.03,Private room,2,4.99679,52.35645,Amsterdam,IJburg - Zeeburgereiland
14,368.85,Private room,2,4.9080900000000005,52.37455,Amsterdam,Centrum-Oost
15,368.85,Private room,2,4.88971,52.36148,Amsterdam,Centrum-Oost
16,337.92,Private room,2,4.88368,52.362390000000005,Amsterdam,Centrum-Oost
17,313.55,Private room,2,4.8839,52.3631,Amsterdam,Centrum-Oost
18,447.59,Entire home,2,4.87757,52.37336,Amsterdam,Centrum-West
19,243.25,Private room,2,4.85206,52.367340000000006,Amsterdam,De Baarsjes - Oud-West
20,933.85,Entire home,4,4.89088,52.36422,Amsterdam,Centrum-Oost
21,251.92,Private room,2,4.886419999999999,52.38367,Amsterdam,Centrum-West
22,377.29,Private room,2,4.88799,52.38325,Amsterdam,Centrum-West
23,245.59,Private room,2,4.89595,52.41122,Amsterdam,Noord-West
24,217.7,Private room,2,4.89375,52.41081,Amsterdam,Noord-West
25,295.03,Private room,2,4.895,52.343,Amsterdam,De Pijp - Rivierenbuurt
26,295.03,Private room,2,4.84631,52.34966,Amsterdam,Zuid
27,1032.97,Entire home,4,4.92432,52.37676,Amsterdam,Oostelijk Havengebied - Indische Buurt
28,270.43,Private room,4,4.82174,52.37781,Amsterdam,Geuzenveld - Slotermeer
29,524.69,Entire home,2,4.87657,52.37288,Amsterdam,Centrum-West
30,599.68,Entire home,4,4.90806,52.34442,Amsterdam,De Pijp - Rivierenbuurt
31,516.02,Entire home,4,4.888809999999999,52.36397,Amsterdam,Centrum-Oost
32,602.25,Entire home,3,4.86021,52.34502,Amsterdam,Zuid
33,504.07,Entire home,4,4.94798,52.38786,Amsterdam,Oud-Noord
34,1609.92,Entire home,6,4.86225,52.35413,Amsterdam,Zuid
35,310.97,Entire home,2,4.92058,52.33997,Amsterdam,Watergraafsmeer
36,202.7,Private room,2,4.885,52.42343,Amsterdam,Noord-West
37,796.29,Entire home,4,4.8588,52.35848,Amsterdam,De Baarsjes - Oud-West
38,504.07,Private room,2,4.98597,52.36376,Amsterdam,IJburg - Zeeburgereiland
39,319.64,Private room,2,4.90032,52.37525,Amsterdam,Centrum-West
40,614.44,Private room,4,4.8996900000000005,52.37513,Amsterdam,Centrum-West
41,467.04,Private room,3,4.90027,52.37469,Amsterdam,Centrum-West
42,716.38,Entire home,5,4.841,52.38253,Amsterdam,Bos en Lommer
43,350.1,Private room,2,4.88774,52.382540000000006,Amsterdam,Centrum-West
44,319.64,Private room,2,4.89831,52.37457,Amsterdam,Centrum-West
45,467.04,Private room,3,4.90002,52.37341,Amsterdam,Centrum-West
46,983.29,Entire home,3,4.87317,52.36917,Amsterdam,De Baarsjes - Oud-West
47,298.78,Private room,2,4.93986,52.348290000000006,Amsterdam,Watergraafsmeer
48,196.61,Private room,4,4.96617,52.40648,Amsterdam,Noord-Oost
49,430.25,Entire home,2,4.84941,52.37788,Amsterdam,Bos en Lommer
50,319.64,Private room,2,4.89843,52.3734,Amsterdam,Centrum-West
51,405.64,Private room,4,4.82115,52.38375,Amsterdam,Geuzenveld - Slotermeer
52,334.17,Private room,2,4.881,52.36600000000001,Amsterdam,Centrum-West
53,491.88,Private room,2,4.89861,52.37326,Amsterdam,Centrum-West
54,319.64,Private room,2,4.89837,52.37355,Amsterdam,Centrum-West
55,780.35,Private room,4,4.91319,52.37075,Amsterdam,Centrum-Oost
56,355.03,Entire home,2,4.91113,52.36575,Amsterdam,Centrum-Oost
57,1044.69,Entire home,4,4.9075,52.36296,Amsterdam,Centrum-Oost
58,847.84,Entire home,4,4.876519999999999,52.36806,Amsterdam,De Baarsjes - Oud-West
59,373.77,Private room,2,4.884,52.38,Amsterdam,Centrum-West
60,613.27,Entire home,4,4.89248,52.375240000000005,Amsterdam,Centrum-West
61,238.32,Private room,2,4.97698,52.36234,Amsterdam,IJburg - Zeeburgereiland
62,430.25,Entire home,2,4.85087,52.38181,Amsterdam,Bos en Lommer
63,348.0,Entire home,3,4.84034,52.35015,Amsterdam,Slotervaart
64,330.42,Entire home,2,4.85619,52.3778,Amsterdam,Bos en Lommer
65,1179.67,Entire home,4,4.88428,52.37163,Amsterdam,Centrum-West
66,259.18,Private room,2,4.859,52.331,Amsterdam,Buitenveldert - Zuidas
67,277.93,Private room,2,4.94543,52.36055,Amsterdam,Oostelijk Havengebied - Indische Buurt
68,467.04,Entire home,3,4.85835,52.37612,Amsterdam,Bos en Lommer
69,583.74,Entire home,2,4.87162,52.39226,Amsterdam,Westerpark
70,374.94,Private room,4,4.89075,52.3816,Amsterdam,Centrum-West
71,372.37,Private room,2,4.861190000000001,52.3442,Amsterdam,Zuid
72,454.85,Entire home,2,4.876519999999999,52.391090000000005,Amsterdam,Westerpark
73,206.45,Private room,2,4.798369999999999,52.35413,Amsterdam,Osdorp
74,497.74,Private room,2,4.88712,52.38237,Amsterdam,Centrum-West
75,399.55,Entire home,2,4.980569999999999,52.30865,Amsterdam,Gaasperdam - Driemond
76,761.84,Private room,4,4.87953,52.37845,Amsterdam,Centrum-West
77,317.06,Private room,2,4.86247,52.38767,Amsterdam,Bos en Lommer
78,319.41,Private room,2,4.89344,52.3764,Amsterdam,Centrum-West
79,209.03,Private room,2,4.96166,52.36943,Amsterdam,IJburg - Zeeburgereiland
80,209.03,Private room,2,4.9604,52.36854,Amsterdam,IJburg - Zeeburgereiland
81,640.45,Entire home,2,4.89663,52.35781,Amsterdam,De Pijp - Rivierenbuurt
82,209.03,Private room,2,4.96173,52.37003,Amsterdam,IJburg - Zeeburgereiland
83,934.08,Private room,4,4.90714,52.36799,Amsterdam,Centrum-Oost
84,210.2,Private room,2,4.85743,52.37769,Amsterdam,Bos en Lommer
85,221.22,Private room,2,4.80823,52.3569,Amsterdam,Osdorp
86,441.26,Private room,2,4.8895800000000005,52.38002,Amsterdam,Centrum-West
87,325.5,Private room,2,4.88956,52.38126,Amsterdam,Centrum-West
88,792.77,Entire home,4,4.80772,52.36412,Amsterdam,Osdorp
89,213.95,Private room,2,4.94459,52.3186,Amsterdam,Bijlmer-Centrum
90,1557.19,Entire home,4,4.882280000000001,52.37451,Amsterdam,Centrum-West
91,317.06,Private room,2,4.91,52.402,Amsterdam,Noord-West
92,319.64,Entire home,2,4.90258,52.3432,Amsterdam,De Pijp - Rivierenbuurt
93,1044.69,Entire home,2,4.93297,52.3617,Amsterdam,Oostelijk Havengebied - Indische Buurt
94,310.97,Entire home,2,4.94479,52.3678,Amsterdam,Oostelijk Havengebied - Indische Buurt
95,295.03,Entire home,2,4.894430000000001,52.41516,Amsterdam,Noord-West
96,344.25,Entire home,2,4.91979,52.33963,Amsterdam,Watergraafsmeer
97,3004.94,Entire home,4,4.88478,52.38683,Amsterdam,Centrum-West
98,539.22,Entire home,2,4.90733,52.34038,Amsterdam,De Pijp - Rivierenbuurt
99,460.95,Private room,2,4.888,52.369,Amsterdam,Centrum-West
100,1376.51,Entire home,4,4.88707,52.39019,Amsterdam,Westerpark
101,415.49,Entire home,4,4.92022,52.41538,Amsterdam,Noord-West
102,215.12,Private room,2,4.945930000000001,52.37431,Amsterdam,Oostelijk Havengebied - Indische Buurt
103,393.46,Private room,2,4.90441,52.36167,Amsterdam,Centrum-Oost
104,232.23,Private room,2,4.91,52.405,Amsterdam,Noord-West
105,774.26,Entire home,2,4.89575,52.357040000000005,Amsterdam,De Pijp - Rivierenbuurt
106,291.05,Private room,2,4.89496,52.379,Amsterdam,Centrum-West
107,604.6,Entire home,4,4.90042,52.35691,Amsterdam,De Pijp - Rivierenbuurt
108,467.04,Entire home,2,4.87254,52.371970000000005,Amsterdam,De Baarsjes - Oud-West
109,744.5,Entire home,2,4.86068,52.35961,Amsterdam,De Baarsjes - Oud-West
110,250.74,Private room,2,4.8684,52.36252,Amsterdam,De Baarsjes - Oud-West
111,544.14,Private room,4,4.86873,52.37932,Amsterdam,Westerpark
112,424.16,Entire home,2,4.90867,52.34474,Amsterdam,De Pijp - Rivierenbuurt
113,675.6,Entire home,2,4.89768,52.36257,Amsterdam,Centrum-Oost
114,909.47,Entire home,4,4.89072,52.34974,Amsterdam,De Pijp - Rivierenbuurt
115,264.1,Private room,2,4.85345,52.38147,Amsterdam,Bos en Lommer
116,196.61,Private room,2,4.99394,52.299240000000005,Amsterdam,Gaasperdam - Driemond
117,700.44,Entire home,4,4.82065,52.37422,Amsterdam,Geuzenveld - Slotermeer
118,307.22,Private room,2,4.94913,52.37407,Amsterdam,Oostelijk Havengebied - Indische Buurt
119,528.2,Private room,4,4.92111,52.338640000000005,Amsterdam,Watergraafsmeer
120,675.6,Entire home,2,4.9399,52.36333,Amsterdam,Oostelijk Havengebied - Indische Buurt
121,675.6,Entire home,4,4.897,52.35577,Amsterdam,De Pijp - Rivierenbuurt
122,515.78,Entire home,3,4.93871,52.369,Amsterdam,Oostelijk Havengebied - Indische Buurt
123,442.67,Entire home,2,4.91029,52.362390000000005,Amsterdam,Centrum-Oost
124,596.16,Entire home,4,4.892469999999999,52.35585,Amsterdam,De Pijp - Rivierenbuurt
125,920.49,Entire home,4,4.89025,52.38431,Amsterdam,Centrum-West
126,718.96,Entire home,2,4.89006,52.3475,Amsterdam,De Pijp - Rivierenbuurt
127,276.52,Private room,2,4.78696,52.34881,Amsterdam,De Aker - Nieuw Sloten
128,988.21,Entire home,4,4.89051,52.35474,Amsterdam,De Pijp - Rivierenbuurt
129,270.43,Private room,2,4.893,52.351000000000006,Amsterdam,De Pijp - Rivierenbuurt
130,798.63,Entire home,4,4.89001,52.37271,Amsterdam,Centrum-West
131,3637.66,Entire home,4,4.90355,52.37202,Amsterdam,Centrum-Oost
132,479.46,Entire home,3,4.92243,52.371190000000006,Amsterdam,Centrum-Oost
133,934.08,Entire home,2,4.879,52.379,Amsterdam,Centrum-West
134,639.05,Entire home,4,4.88431,52.38885,Amsterdam,Westerpark
135,1474.94,Private room,5,4.87948,52.37836,Amsterdam,Centrum-West
136,1020.08,Entire home,4,4.89297,52.36075,Amsterdam,Centrum-Oost
137,1192.09,Entire home,4,4.88651,52.37819,Amsterdam,Centrum-West
138,798.63,Entire home,2,4.8510800000000005,52.35643,Amsterdam,Zuid
139,854.4,Entire home,4,4.8698,52.34635,Amsterdam,Zuid
140,614.44,Private room,2,4.83983,52.36761,Amsterdam,Slotervaart
141,283.79,Private room,2,4.882,52.365,Amsterdam,Centrum-Oost
142,870.11,Entire home,4,4.93745,52.35297,Amsterdam,Watergraafsmeer
143,180.21,Private room,2,4.862,52.368,Amsterdam,De Baarsjes - Oud-West
144,242.07,Private room,2,4.98141,52.32206,Amsterdam,Bijlmer-Oost
145,418.06,Private room,4,4.94807,52.3756,Amsterdam,Oostelijk Havengebied - Indische Buurt
146,281.44,Private room,2,4.92623,52.36568,Amsterdam,Oud-Oost
147,215.12,Private room,2,4.987,52.322,Amsterdam,Bijlmer-Oost
148,448.53,Private room,2,4.88887,52.36368,Amsterdam,Centrum-Oost
149,614.44,Entire home,2,4.89525,52.35189,Amsterdam,De Pijp - Rivierenbuurt
150,279.1,Private room,2,4.987,52.322,Amsterdam,Bijlmer-Oost
151,663.65,Entire home,2,4.9117,52.34291,Amsterdam,De Pijp - Rivierenbuurt
152,279.1,Private room,2,4.89016,52.34616,Amsterdam,De Pijp - Rivierenbuurt
153,1044.69,Entire home,2,4.88204,52.37212,Amsterdam,Centrum-West
154,299.72,Private room,2,4.893,52.41042,Amsterdam,Noord-West
155,405.64,Entire home,2,4.8398,52.37533,Amsterdam,Bos en Lommer
156,2556.18,Entire home,6,4.88093,52.37778,Amsterdam,Centrum-West
157,985.63,Entire home,2,4.86897,52.3612,Amsterdam,De Baarsjes - Oud-West
158,1214.12,Entire home,4,4.88783,52.39035,Amsterdam,Westerpark
159,305.81,Private room,4,4.83906,52.37755,Amsterdam,Bos en Lommer
160,937.6,Private room,4,4.887,52.365,Amsterdam,Centrum-Oost
161,292.46,Private room,2,4.84805,52.34101,Amsterdam,Zuid
162,552.81,Entire home,4,4.83969,52.3501,Amsterdam,Slotervaart
163,1228.88,Entire home,4,4.834980000000001,52.36698,Amsterdam,Slotervaart
164,251.92,Private room,2,4.92126,52.38666,Amsterdam,Oud-Noord
165,258.24,Private room,2,4.875,52.347,Amsterdam,Zuid
166,562.89,Private room,4,4.8791,52.37409,Amsterdam,Centrum-West
167,462.12,Entire home,2,4.89278,52.3699,Amsterdam,Centrum-West
168,458.37,Entire home,2,4.87073,52.35964,Amsterdam,Zuid
169,184.43,Private room,2,4.8445,52.3638,Amsterdam,Slotervaart
170,780.59,Entire home,4,4.90945,52.35598,Amsterdam,Oud-Oost
171,228.72,Private room,2,4.87725,52.36741,Amsterdam,De Baarsjes - Oud-West
172,221.45,Private room,2,4.99856,52.30013,Amsterdam,Gaasperdam - Driemond
173,385.96,Private room,2,4.89161,52.37436,Amsterdam,Centrum-West
174,436.34,Entire home,3,4.84563,52.37976,Amsterdam,Bos en Lommer
175,626.39,Entire home,4,4.90493,52.35421,Amsterdam,De Pijp - Rivierenbuurt
176,835.89,Entire home,2,4.89921,52.36376,Amsterdam,Centrum-Oost
177,833.31,Entire home,4,4.89712,52.35199,Amsterdam,De Pijp - Rivierenbuurt
178,424.16,Entire home,2,4.87076,52.36905,Amsterdam,De Baarsjes - Oud-West
179,602.25,Entire home,4,4.92428,52.36885,Amsterdam,Centrum-Oost
180,1425.73,Entire home,4,4.88385,52.37062,Amsterdam,Centrum-West
181,737.23,Entire home,4,4.87451,52.365590000000005,Amsterdam,De Baarsjes - Oud-West
182,397.21,Entire home,3,4.7994900000000005,52.37441,Amsterdam,Geuzenveld - Slotermeer
183,290.11,Private room,2,4.89462,52.35271,Amsterdam,De Pijp - Rivierenbuurt
184,221.22,Private room,2,4.85705,52.37046,Amsterdam,De Baarsjes - Oud-West
185,245.82,Private room,2,4.81,52.354,Amsterdam,Osdorp
186,196.61,Private room,2,4.98757,52.29921,Amsterdam,Gaasperdam - Driemond
187,258.01,Private room,2,4.93428,52.40601,Amsterdam,Noord-Oost
188,1413.31,Private room,4,4.8692400000000005,52.35582,Amsterdam,Zuid
189,479.46,Entire home,2,4.87274,52.33217,Amsterdam,Buitenveldert - Zuidas
190,920.49,Entire home,4,4.8903300000000005,52.38252,Amsterdam,Centrum-West
191,622.88,Entire home,2,4.86941,52.36713,Amsterdam,De Baarsjes - Oud-West
192,317.06,Private room,2,4.89065,52.37835,Amsterdam,Centrum-West
193,344.25,Entire home,3,4.96965,52.37392,Amsterdam,IJburg - Zeeburgereiland
194,409.39,Entire home,4,4.93202,52.37105,Amsterdam,Centrum-Oost
195,282.61,Private room,2,4.868469999999999,52.36101,Amsterdam,De Baarsjes - Oud-West
196,319.64,Private room,2,4.89887,52.37351,Amsterdam,Centrum-West
197,290.11,Private room,2,4.92354,52.36633,Amsterdam,Centrum-Oost
198,381.04,Private room,2,4.894,52.38,Amsterdam,Centrum-West
199,276.52,Private room,2,4.81305,52.35239,Amsterdam,Osdorp
200,811.05,Entire home,2,4.89677,52.36104,Amsterdam,Centrum-Oost
201,1106.32,Entire home,2,4.88194,52.36714,Amsterdam,Centrum-West
202,435.17,Entire home,2,4.88971,52.35056,Amsterdam,De Pijp - Rivierenbuurt
203,381.04,Private room,2,4.9030000000000005,52.364,Amsterdam,Centrum-Oost
204,513.67,Entire home,3,4.93831,52.37689,Amsterdam,Oostelijk Havengebied - Indische Buurt
205,309.8,Private room,2,4.8638900000000005,52.36165,Amsterdam,De Baarsjes - Oud-West
206,516.02,Entire home,4,4.87977,52.36623,Amsterdam,Centrum-West
207,614.44,Private room,4,4.89268,52.36092,Amsterdam,Centrum-Oost
208,737.23,Entire home,2,4.90366,52.35222,Amsterdam,De Pijp - Rivierenbuurt
209,685.91,Entire home,4,4.919,52.353,Amsterdam,Oud-Oost
210,823.47,Entire home,5,4.93679,52.3566,Amsterdam,Watergraafsmeer
211,307.22,Entire home,2,4.93321,52.36461,Amsterdam,Oostelijk Havengebied - Indische Buurt
212,1997.28,Entire home,6,4.89319,52.35964,Amsterdam,Centrum-Oost
213,638.81,Entire home,2,4.84719,52.35043,Amsterdam,Zuid
214,1136.55,Entire home,4,4.89871,52.3447,Amsterdam,De Pijp - Rivierenbuurt
215,405.64,Private room,4,4.99213,52.293040000000005,Amsterdam,Gaasperdam - Driemond
216,400.49,Private room,2,4.8954,52.3659,Amsterdam,Centrum-West
217,307.22,Private room,2,4.90795,52.35528,Amsterdam,Oud-Oost
218,688.02,Private room,4,4.8754800000000005,52.36917,Amsterdam,De Baarsjes - Oud-West
219,648.89,Entire home,2,4.87085,52.36887,Amsterdam,De Baarsjes - Oud-West
220,331.83,Entire home,2,4.931430000000001,52.37172,Amsterdam,Centrum-Oost
221,420.41,Entire home,2,4.89098,52.35406,Amsterdam,De Pijp - Rivierenbuurt
222,774.26,Entire home,2,4.84777,52.382290000000005,Amsterdam,Bos en Lommer
223,1126.94,Entire home,4,4.85516,52.38487,Amsterdam,Bos en Lommer
224,208.8,Private room,2,4.98931,52.3006,Amsterdam,Gaasperdam - Driemond
225,522.34,Private room,4,4.860530000000001,52.35945,Amsterdam,De Baarsjes - Oud-West
226,448.53,Private room,2,4.889880000000001,52.38406,Amsterdam,Centrum-West
227,204.11,Private room,2,4.9921,52.2963,Amsterdam,Gaasperdam - Driemond
228,442.67,Private room,2,4.88623,52.37925,Amsterdam,Centrum-West
229,325.5,Private room,2,4.90341,52.34467,Amsterdam,De Pijp - Rivierenbuurt
230,1351.91,Entire home,4,4.88411,52.37299,Amsterdam,Centrum-West
231,583.98,Entire home,4,4.94575,52.32125,Amsterdam,Bijlmer-Centrum
232,614.44,Entire home,4,4.90319,52.40916,Amsterdam,Noord-West
233,279.1,Private room,4,4.78942,52.35666,Amsterdam,Osdorp
234,345.18,Private room,2,4.88623,52.36325,Amsterdam,Centrum-Oost
235,245.82,Private room,4,4.90543,52.39782,Amsterdam,Oud-Noord
236,522.34,Entire home,3,4.98045,52.30713,Amsterdam,Gaasperdam - Driemond
237,303.47,Private room,4,4.83907,52.3842,Amsterdam,Geuzenveld - Slotermeer
238,798.87,Entire home,5,4.86308,52.34427,Amsterdam,Zuid
239,654.98,Private room,2,4.89924,52.36353,Amsterdam,Centrum-Oost
240,277.46,Private room,2,4.83365,52.37301,Amsterdam,Geuzenveld - Slotermeer
241,498.91,Private room,4,4.83556,52.37426,Amsterdam,Geuzenveld - Slotermeer
242,491.65,Entire home,4,4.89156,52.34573,Amsterdam,De Pijp - Rivierenbuurt
243,442.43,Private room,2,4.86382,52.36785,Amsterdam,De Baarsjes - Oud-West
244,202.7,Private room,2,5.00683,52.34575,Amsterdam,IJburg - Zeeburgereiland
245,245.82,Private room,2,4.85118,52.34976,Amsterdam,Zuid
246,669.74,Entire home,4,4.86204,52.36122,Amsterdam,De Baarsjes - Oud-West
247,453.45,Entire home,2,4.85021,52.376740000000005,Amsterdam,Bos en Lommer
248,706.54,Entire home,4,4.86191,52.36085,Amsterdam,De Baarsjes - Oud-West
249,1038.36,Entire home,4,4.89572,52.37252,Amsterdam,Centrum-West
250,2500.88,Entire home,4,4.88676,52.38548,Amsterdam,Centrum-West
251,399.55,Private room,2,4.88589,52.36582,Amsterdam,Centrum-West
252,407.99,Private room,2,4.909330000000001,52.36125,Amsterdam,Centrum-Oost
253,407.99,Private room,2,4.909590000000001,52.36101,Amsterdam,Centrum-Oost
254,319.41,Private room,2,4.878,52.377,Amsterdam,Centrum-West
255,817.14,Entire home,4,4.91948,52.33918,Amsterdam,Watergraafsmeer
256,792.77,Entire home,6,4.79853,52.37599,Amsterdam,Geuzenveld - Slotermeer
257,274.18,Private room,2,4.88414,52.36433,Amsterdam,Centrum-Oost
258,774.26,Entire home,2,4.88805,52.37353,Amsterdam,Centrum-West
259,221.22,Private room,2,4.9806,52.3099,Amsterdam,Gaasperdam - Driemond
260,436.34,Private room,2,4.88556,52.36457,Amsterdam,Centrum-Oost
261,974.62,Entire home,3,4.88808,52.36267,Amsterdam,Centrum-Oost
262,1044.69,Entire home,5,4.93637,52.35604,Amsterdam,Watergraafsmeer
263,607.18,Private room,4,4.874,52.368,Amsterdam,De Baarsjes - Oud-West
264,314.48,Private room,2,4.90917,52.35688,Amsterdam,Oud-Oost
265,390.65,Private room,2,4.874,52.368,Amsterdam,De Baarsjes - Oud-West
266,449.7,Private room,4,4.89372,52.37536,Amsterdam,Centrum-West
267,181.85,Private room,2,4.855,52.36600000000001,Amsterdam,De Baarsjes - Oud-West
268,2458.23,Entire home,5,4.88076,52.36601,Amsterdam,Centrum-West
269,410.33,Entire home,2,4.92214,52.37751,Amsterdam,Oostelijk Havengebied - Indische Buurt
270,771.68,Entire home,2,4.89646,52.34932,Amsterdam,De Pijp - Rivierenbuurt
271,415.25,Entire home,4,4.78951,52.37887,Amsterdam,Geuzenveld - Slotermeer
272,577.41,Entire home,2,4.90002,52.36287,Amsterdam,Centrum-Oost
273,531.95,Entire home,2,4.87956,52.36619,Amsterdam,Centrum-West
274,552.81,Entire home,4,4.98537,52.3664,Amsterdam,IJburg - Zeeburgereiland
275,1651.86,Entire home,4,4.88167,52.36837,Amsterdam,Centrum-West
276,282.85,Entire home,2,4.91643,52.406690000000005,Amsterdam,Noord-West
277,348.0,Private room,4,4.80439,52.3341,Amsterdam,De Aker - Nieuw Sloten
278,485.55,Entire home,3,4.85801,52.37675,Amsterdam,Bos en Lommer
279,436.34,Private room,2,4.90369,52.37435,Amsterdam,Centrum-Oost
280,221.22,Private room,2,4.85321,52.36824,Amsterdam,De Baarsjes - Oud-West
281,460.95,Entire home,2,4.90741,52.36115,Amsterdam,Centrum-Oost
282,552.81,Entire home,4,5.0049,52.34713,Amsterdam,IJburg - Zeeburgereiland
283,368.85,Entire home,2,4.94193,52.318090000000005,Amsterdam,Bijlmer-Centrum
284,209.03,Private room,2,4.827,52.383,Amsterdam,Geuzenveld - Slotermeer
285,568.98,Private room,3,4.89403,52.36876,Amsterdam,Centrum-West
286,1044.69,Entire home,4,4.89285,52.35761,Amsterdam,De Pijp - Rivierenbuurt
287,489.3,Entire home,2,4.9,52.371,Amsterdam,Centrum-Oost
288,239.73,Private room,2,4.9161,52.38255,Amsterdam,Oud-Noord
289,734.89,Entire home,4,4.88518,52.3676,Amsterdam,Centrum-West
290,274.18,Private room,2,4.84736,52.37851,Amsterdam,Bos en Lommer
291,399.55,Private room,2,4.88636,52.36407,Amsterdam,Centrum-Oost
292,337.92,Private room,3,4.93374,52.36187,Amsterdam,Oostelijk Havengebied - Indische Buurt
293,474.07,Entire home,4,4.78534,52.35955,Amsterdam,Osdorp
294,534.76,Entire home,2,4.85977,52.37046,Amsterdam,De Baarsjes - Oud-West
295,436.34,Private room,2,4.88585,52.3656,Amsterdam,Centrum-Oost
296,1112.18,Entire home,4,4.88732,52.38089,Amsterdam,Centrum-West
297,614.44,Private room,4,4.88085,52.37542,Amsterdam,Centrum-West
298,202.7,Private room,2,4.85001,52.35482,Amsterdam,Zuid
299,430.25,Entire home,2,4.85439,52.3528,Amsterdam,Zuid
300,243.25,Private room,2,4.94234,52.31694,Amsterdam,Bijlmer-Centrum
301,277.69,Private room,2,4.855119999999999,52.36458,Amsterdam,De Baarsjes - Oud-West
302,356.43,Private room,2,4.90341,52.34766,Amsterdam,De Pijp - Rivierenbuurt
303,555.39,Private room,3,4.88729,52.37293,Amsterdam,Centrum-West
304,352.68,Entire home,2,4.83576,52.34888,Amsterdam,Slotervaart
305,318.23,Private room,4,4.88381,52.37428,Amsterdam,Centrum-West
306,368.62,Entire home,2,4.8693,52.36534,Amsterdam,De Baarsjes - Oud-West
307,774.26,Private room,4,4.94043,52.37632,Amsterdam,Oostelijk Havengebied - Indische Buurt
308,1029.93,Entire home,4,4.89078,52.35733,Amsterdam,De Pijp - Rivierenbuurt
309,326.67,Entire home,4,4.90505,52.40775,Amsterdam,Noord-West
310,299.72,Private room,2,4.85085,52.35075,Amsterdam,Zuid
311,688.02,Entire home,4,4.8808,52.32989,Amsterdam,Buitenveldert - Zuidas
312,399.32,Entire home,3,4.93125,52.36517,Amsterdam,Oud-Oost
313,362.52,Entire home,2,4.911630000000001,52.3542,Amsterdam,Oud-Oost
314,350.1,Private room,2,4.8768,52.3769,Amsterdam,Westerpark
315,1038.36,Entire home,2,4.86843,52.36846,Amsterdam,De Baarsjes - Oud-West
316,432.36,Private room,2,4.87292,52.36957,Amsterdam,De Baarsjes - Oud-West
317,337.68,Private room,2,4.91487,52.36912,Amsterdam,Centrum-Oost
318,1118.27,Entire home,4,4.88954,52.35575,Amsterdam,De Pijp - Rivierenbuurt
319,335.58,Private room,2,4.9268,52.35179,Amsterdam,Watergraafsmeer
320,468.21,Entire home,2,4.87182,52.39115,Amsterdam,Westerpark
321,241.84,Private room,2,4.80538,52.35457,Amsterdam,Osdorp
322,1739.04,Entire home,4,4.894,52.354,Amsterdam,De Pijp - Rivierenbuurt
323,368.62,Entire home,2,4.8016,52.36542,Amsterdam,Osdorp
324,346.59,Private room,2,4.89581,52.35523,Amsterdam,De Pijp - Rivierenbuurt
325,417.83,Private room,4,4.92598,52.35614,Amsterdam,Oud-Oost
326,421.34,Entire home,2,4.87309,52.38293,Amsterdam,Westerpark
327,712.86,Entire home,2,4.87867,52.37745,Amsterdam,Centrum-West
328,308.39,Private room,3,4.86939,52.36401,Amsterdam,De Baarsjes - Oud-West
329,333.23,Private room,2,4.88968,52.35414,Amsterdam,De Pijp - Rivierenbuurt
330,356.2,Private room,2,4.91674,52.38177,Amsterdam,Oud-Noord
331,351.51,Private room,2,4.89034,52.35927,Amsterdam,Centrum-Oost
332,264.34,Private room,2,4.9452,52.37413,Amsterdam,Oostelijk Havengebied - Indische Buurt
333,344.25,Private room,2,4.862,52.36,Amsterdam,De Baarsjes - Oud-West
334,515.78,Entire home,4,4.85397,52.37062,Amsterdam,De Baarsjes - Oud-West
335,491.65,Entire home,6,4.83588,52.36325,Amsterdam,Slotervaart
336,501.25,Entire home,2,4.85911,52.37315,Amsterdam,De Baarsjes - Oud-West
337,552.81,Entire home,3,4.88128,52.38435,Amsterdam,Westerpark
338,386.19,Private room,2,4.896,52.37137,Amsterdam,Centrum-West
339,1136.55,Entire home,4,4.89591,52.37045,Amsterdam,Centrum-West
340,268.09,Private room,2,5.00769,52.34542,Amsterdam,IJburg - Zeeburgereiland
341,319.41,Private room,2,4.902,52.402,Amsterdam,Oud-Noord
342,1210.37,Entire home,4,5.00369,52.34984,Amsterdam,IJburg - Zeeburgereiland
343,540.62,Entire home,4,4.94081,52.36082,Amsterdam,Oostelijk Havengebied - Indische Buurt
344,1044.69,Entire home,2,4.88398,52.35465,Amsterdam,Zuid
345,539.69,Entire home,6,4.871,52.419,Amsterdam,Noord-West
